City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
141,saskylakh,71.9167,114.0833,-37.28,90,92,1.34,RU,1674379044
142,chokurdakh,70.6333,147.9167,-40.37,99,92,3.33,RU,1674379045
143,manggar,-2.8833,108.2667,28.4,73,93,1.76,ID,1674379046
144,san francisco,37.7749,-122.4194,10.73,85,75,2.06,US,1674378502
145,ballina,-28.8667,153.5667,22.79,82,11,3.54,AU,1674379047
146,castro,-24.7911,-50.0119,16.69,91,83,1.38,BR,1674379047
147,hualmay,-11.0964,-77.6139,20.53,84,99,2.09,PE,1674379048
148,chuy,-33.6971,-53.4616,19.66,93,7,3.04,UY,1674379049
149,isangel,-19.55,169.2667,27.19,84,100,1.67,VU,1674379049
150,ruston,32.5232,-92.6379,8.66,100,100,0.0,US,1674378912
151,santa ines,-3.6667,-45.38,21.45,99,58,0.25,BR,1674379050
152,sitka,57.0531,-135.33,2.94,87,100,3.09,US,1674379051
153,boldesti,44.8667,26.5333,9.53,78,100,5.46,RO,1674379051
154,cidreira,-30.1811,-50.2056,23.17,85,100,2.37,BR,1674379053
155,orel-izumrud,43.4583,39.9244,13.01,38,100,2.0,RU,1674379053
156,salalah,17.0151,54.0924,26.05,57,20,5.66,OM,1674378941
157,kodiak,57.79,-152.4072,-1.27,80,75,2.06,US,1674379054
158,iguape,-24.7081,-47.5553,22.04,95,80,2.0,BR,1674379055
159,norsup,-16.0667,167.3833,27.78,77,100,0.51,VU,1674379055
160,hastings,50.8552,0.5729,2.96,86,6,4.22,GB,1674379056
161,severo-kurilsk,50.6789,156.125,-8.36,86,100,6.19,RU,1674378758
162,kodinsk,58.6881,99.1844,-33.98,97,72,1.19,RU,1674379057
163,atuona,-9.8,-139.0333,26.11,77,49,9.23,PF,1674379057
164,mahajanga,-15.7167,46.3167,28.01,83,75,8.75,MG,1674379058
165,leningradskiy,69.3833,178.4167,-38.57,92,12,1.72,RU,1674378830
166,hofn,64.2539,-15.2082,1.8,56,49,14.93,IS,1674379059
167,kirakira,-10.4544,161.9205,26.83,84,90,1.84,SB,1674379060
168,goma,-1.6792,29.2228,23.25,50,100,0.9,CD,1674379060
169,pizhanka,57.4604,48.542,-8.11,89,100,3.06,RU,1674379061
170,tura,25.5198,90.2201,24.15,24,0,2.77,IN,1674379061
171,sidi bin nur,35.5333,10.9167,9.95,45,99,6.39,TN,1674379062
172,portland,45.5234,-122.6762,6.27,86,100,3.6,US,1674378930
173,vanavara,60.34,102.2797,-40.27,99,63,1.25,RU,1674379063
174,champerico,14.3,-91.9167,23.77,79,4,3.58,GT,1674379063
175,kharp,66.8014,65.8081,-10.6,89,98,3.82,RU,1674379064
176,avera,33.194,-82.5271,5.03,91,100,3.98,US,1674379065
177,olga,43.7444,135.2892,-14.97,79,4,3.28,RU,1674378894
178,yuksekova,37.5736,44.2872,2.86,41,20,1.54,TR,1674379066
179,cairns,-16.9167,145.7667,28.37,82,100,3.09,AU,1674378796
180,bathsheba,13.2167,-59.5167,25.34,78,20,8.23,BB,1674379066
181,kaseda,31.4167,130.3167,10.91,85,100,8.55,JP,1674379067
182,alta floresta,-9.8756,-56.0861,20.69,99,99,0.78,BR,1674379068
183,ostrovnoy,68.0531,39.5131,-3.16,73,100,11.96,RU,1674379068
184,kaitangata,-46.2817,169.8464,11.37,82,79,3.21,NZ,1674379069
185,kisangani,0.5167,25.2,28.71,54,100,0.66,CD,1674379069
186,fallon,39.4735,-118.7774,-4.49,86,0,3.09,US,1674379070
187,nemuro,43.3236,145.575,-5.95,72,96,6.82,JP,1674379071
188,lufilufi,-13.8745,-171.5986,24.88,79,54,6.39,WS,1674379071
189,ilebo,-4.3167,20.5833,29.87,53,98,0.27,CD,1674379072
190,pasighat,28.0667,95.3333,23.84,28,27,1.45,IN,1674379073
191,zaysan,47.4667,84.8667,-19.59,88,11,1.51,KZ,1674379074
192,inhambane,-23.865,35.3833,30.38,54,26,4.34,MZ,1674379074
193,owando,-0.4819,15.8999,25.13,79,99,1.0,CG,1674379075
194,ahipara,-35.1667,173.1667,18.45,92,1,1.77,NZ,1674379076
195,taitung,22.7583,121.1444,24.15,83,75,1.54,TW,1674379076
196,cherskiy,68.75,161.3,-44.77,98,36,0.84,RU,1674379077
197,mahebourg,-20.4081,57.7,29.16,74,75,6.69,MU,1674379077
198,keetmanshoop,-26.5833,18.1333,28.87,27,39,1.83,NA,1674379078
199,seredka,58.1584,28.1858,-4.14,87,17,2.74,RU,1674379079
200,fort nelson,58.8053,-122.7002,1.08,65,88,2.24,CA,1674378930
201,conceicao do almeida,-12.7794,-39.17,21.27,94,88,0.44,BR,1674379080
202,skagen,57.7209,10.5839,1.03,76,10,3.57,DK,1674378974
203,longyearbyen,78.2186,15.6401,0.91,80,75,1.54,SJ,1674379081
204,bubaque,11.2833,-15.8333,22.19,63,100,4.78,GW,1674379082
205,mlawa,53.1128,20.3841,1.08,83,100,4.99,PL,1674379082
206,antalaha,-14.9003,50.2788,26.91,73,100,1.14,MG,1674379083
207,souillac,-20.5167,57.5167,29.21,74,75,6.69,MU,1674379084
208,igrim,63.1906,64.4162,-7.86,91,19,2.95,RU,1674379084
209,tahlequah,35.9154,-94.97,4.6,87,100,0.0,US,1674379085
210,mazamari,-11.3258,-74.5308,20.12,99,97,0.78,PE,1674379086
211,redea,44.05,24.3,9.45,82,67,0.88,RO,1674379086
212,rabat,33.9911,-6.8401,12.86,96,20,1.54,MA,1674378917
213,ponta do sol,32.6667,-17.1,17.35,57,57,4.12,PT,1674379087
214,mar del plata,-38.0023,-57.5575,19.97,84,0,4.47,AR,1674379031
215,ouesso,1.6136,16.0517,33.83,33,85,1.09,CG,1674379088
216,ribeira grande,38.5167,-28.7,16.54,72,40,7.72,PT,1674379089
217,kastornoye,51.8334,38.1302,-2.55,79,100,4.48,RU,1674379090
218,vardo,70.3705,31.1107,0.23,84,100,11.45,NO,1674379090
219,rocha,-34.4833,-54.3333,19.03,79,0,2.9,UY,1674379091
220,constitucion,-35.3333,-72.4167,14.85,67,0,2.41,CL,1674379092
221,sakakah,29.9697,40.2064,16.21,49,1,5.92,SA,1674378912
222,lavrentiya,65.5833,-171.0,-30.85,94,55,2.85,RU,1674379093
223,aktau,43.65,51.2,4.32,51,1,8.22,KZ,1674379094
224,caravelas,-17.7125,-39.2481,23.66,94,100,3.92,BR,1674379034
225,lukulu,-14.3707,23.242,19.49,94,100,3.5,ZM,1674379095
226,pangai,-19.8,-174.35,28.2,74,0,5.64,TO,1674379095
227,berdigestyakh,62.0989,126.6992,-41.42,99,100,1.82,RU,1674379096
228,nome,64.5011,-165.4064,-29.94,69,0,0.0,US,1674379097
229,poum,-20.2333,164.0167,27.13,82,100,4.45,NC,1674379097
230,sinnamary,5.3833,-52.95,23.96,92,92,6.01,GF,1674379098
231,nikolskoye,59.7035,30.7861,-3.06,91,74,2.47,RU,1674379098
232,van,38.4924,43.3831,2.64,65,40,2.06,TR,1674378932
233,oga,46.4631,10.347,-6.1,88,82,2.18,IT,1674379099
234,matamba,-8.9833,33.9667,17.05,75,100,1.37,TZ,1674379100
235,hamilton,39.1834,-84.5333,0.35,84,100,3.09,US,1674378930
236,qaanaaq,77.484,-69.3632,-34.49,67,61,3.05,GL,1674379101
237,kotido,2.9806,34.1331,30.43,20,100,7.87,UG,1674379102
238,coquimbo,-29.9533,-71.3436,17.85,82,100,1.54,CL,1674379062
239,panguna,-6.3164,155.4848,21.24,92,100,0.85,PG,1674379103
240,mao,39.8885,4.2658,6.31,65,40,6.69,ES,1674379103
241,fortuna,40.5982,-124.1573,8.7,95,100,0.0,US,1674378677
242,itarema,-2.9248,-39.9167,24.44,87,66,3.34,BR,1674379104
243,balkanabat,39.5108,54.3671,5.31,28,0,1.1,TM,1674379105
244,chengalpattu,12.7,79.9833,28.84,51,100,6.04,IN,1674379106
245,laguna,38.421,-121.4238,7.27,89,0,0.0,US,1674379076
246,namatanai,-3.6667,152.4333,27.28,76,100,2.7,PG,1674379107
247,santa maria,-29.6842,-53.8069,20.73,90,32,1.8,BR,1674379025
248,te anau,-45.4167,167.7167,11.3,87,65,2.68,NZ,1674379108
249,slavutych,51.5196,30.7343,3.23,80,22,2.8,UA,1674379108
250,susanville,40.4163,-120.653,-5.19,90,20,0.89,US,1674378998
251,seoul,37.5683,126.9778,1.69,66,100,0.77,KR,1674378702
252,quetigny,47.3167,5.1167,0.3,80,100,3.6,FR,1674379110
253,kamaishi,39.2667,141.8833,-0.76,65,82,3.1,JP,1674379110
254,cabo san lucas,22.8909,-109.9124,18.62,73,0,1.67,MX,1674379111
255,sao miguel do araguaia,-13.275,-50.1628,21.3,96,100,1.88,BR,1674379111
256,chegdomyn,51.1167,133.0167,-34.06,98,97,0.87,RU,1674379112
257,novikovo,51.1537,37.8879,-2.0,79,100,4.41,RU,1674379113
258,faanui,-16.4833,-151.75,26.94,71,90,3.11,PF,1674379113
259,cacapava,-23.1008,-45.7069,20.49,98,89,0.91,BR,1674379114
260,mandali,33.7499,45.5541,17.24,35,0,0.98,IQ,1674379114
261,iquique,-20.2208,-70.1431,19.02,77,24,0.14,CL,1674379085
262,adrar,20.5022,-10.0711,15.57,19,6,5.91,MR,1674379115
263,mezen,65.8522,44.24,-2.89,94,100,3.73,RU,1674379116
264,barrow,71.2906,-156.7887,-16.99,78,100,6.69,US,1674379117
265,leh,34.1667,77.5833,-10.69,49,0,0.62,IN,1674379118
266,aswan,24.0934,32.907,22.21,22,0,4.75,EG,1674379118
267,ondangwa,-17.9167,15.95,28.0,18,40,1.54,NA,1674379119
268,sandy bay,-42.913,147.3532,18.94,83,75,1.54,AU,1674379119
269,dingle,10.9995,122.6711,25.67,85,100,3.88,PH,1674379120
270,ahuimanu,21.4447,-157.8378,24.86,83,75,2.06,US,1674379121
271,diffa,13.3154,12.6113,26.72,10,46,5.0,NE,1674379121
272,pevek,69.7008,170.3133,-39.82,100,67,1.78,RU,1674379122
273,samarai,-10.6167,150.6667,27.81,78,74,2.55,PG,1674379123
274,middle valley,35.1959,-85.1847,6.1,94,100,4.12,US,1674379123
275,kruisfontein,-34.0033,24.7314,22.71,43,34,7.15,ZA,1674379124
276,dubbo,-32.25,148.6167,21.07,68,94,3.6,AU,1674379113
277,wenling,28.3669,121.36,13.18,86,77,4.45,CN,1674379125
278,barentu,15.1139,37.5928,28.14,32,9,1.12,ER,1674379125
279,pakxan,18.3778,103.6601,31.58,23,2,2.06,LA,1674379126
280,priargunsk,50.3691,119.1012,-41.59,98,47,0.65,RU,1674379126
281,vanimo,-2.6741,141.3028,25.87,87,92,2.69,PG,1674379127
282,minsk,53.9,27.5667,-0.14,86,50,2.44,BY,1674379089
283,bintulu,3.1667,113.0333,29.23,79,40,3.6,MY,1674379128
284,praya,14.9215,-23.5087,21.3,52,75,3.6,CV,1674379026
285,dunda,-8.1167,34.25,24.96,59,94,2.34,TZ,1674379129
286,carballo,43.213,-8.691,6.61,78,96,1.5,ES,1674379130
287,san andres,12.5847,-81.7006,27.01,74,20,7.2,CO,1674379130
288,coahuayana,18.7333,-103.6833,19.16,87,0,1.68,MX,1674378939
289,shache,38.4167,77.2406,-4.05,62,10,2.71,CN,1674379131
290,namtsy,62.7161,129.6658,-49.69,100,80,0.16,RU,1674379132
291,sao joao da barra,-21.6403,-41.0511,22.61,90,57,3.22,BR,1674379132
292,kismayo,-0.3582,42.5454,28.34,68,88,9.24,SO,1674379133
293,geraldton,-28.7667,114.6,24.23,73,75,6.69,AU,1674379134
294,vestmannaeyjar,63.4427,-20.2734,0.55,74,20,18.01,IS,1674378936
295,los llanos de aridane,28.6585,-17.9182,16.86,81,75,6.69,ES,1674379135
296,esperance,-33.8667,121.9,22.49,57,67,8.0,AU,1674379136
297,murray bridge,-35.1167,139.2667,20.19,64,10,8.14,AU,1674379136
298,qinhuangdao,39.9317,119.5883,-2.66,45,32,6.44,CN,1674379137
299,sioux lookout,50.1001,-91.917,-7.96,86,100,2.57,CA,1674379138
300,northam,51.0333,-4.2167,5.22,75,100,4.36,GB,1674379138
301,santa cruz de tenerife,28.4682,-16.2546,19.29,93,75,2.06,ES,1674379139
302,adre,13.4667,22.2,27.78,14,62,6.04,TD,1674379139
303,masallatah,32.6167,14.0,13.57,40,6,3.12,LY,1674379140
304,crixas,-14.5489,-49.9692,20.57,94,100,0.62,BR,1674379017
305,fukue,32.6881,128.8419,7.2,87,75,6.17,JP,1674379141
306,san cristobal,7.7669,-72.225,17.63,72,99,1.21,VE,1674379141
307,niquelandia,-14.4739,-48.4597,20.47,96,100,0.24,BR,1674379008
308,barcelona,41.3888,2.159,6.97,45,20,4.63,ES,1674378913
309,berlevag,70.8578,29.0864,4.0,75,100,12.35,NO,1674379143
310,maceio,-9.6658,-35.7353,23.69,94,0,2.57,BR,1674378963
311,hovd,48.0056,91.6419,-17.52,52,19,1.51,MN,1674378925
312,xiangfan,32.0422,112.1448,11.5,34,46,2.1,CN,1674379144
313,mount gambier,-37.8333,140.7667,16.95,73,0,5.5,AU,1674379145
314,port hedland,-20.3167,118.5667,32.03,58,41,5.14,AU,1674379145
315,tasiilaq,65.6145,-37.6368,-15.91,33,34,13.56,GL,1674379146
316,fairbanks,64.8378,-147.7164,-25.81,84,0,2.57,US,1674378935
317,gornopravdinsk,60.05,69.9,-5.07,94,100,3.11,RU,1674379147
318,lagos,6.5833,3.75,29.18,65,81,1.85,NG,1674378972
319,ust-kuyga,70.0167,135.6,-39.94,100,100,2.87,RU,1674378893
320,maues,-3.3836,-57.7186,21.46,98,100,0.48,BR,1674379148
321,odesskoye,54.2111,72.9651,-7.32,87,97,4.92,RU,1674379149
322,khasan,42.4308,130.6434,-9.2,83,100,3.79,RU,1674379150
323,tocopilla,-22.092,-70.1979,20.57,85,92,1.7,CL,1674379035
324,calamar,10.2511,-74.9146,22.88,83,1,2.24,CO,1674379151
325,khatanga,71.9667,102.5,-36.94,80,29,1.72,RU,1674379151
326,elko,41.0002,-115.5012,-14.99,88,100,1.34,US,1674378982
327,nanchang,28.6833,115.8833,7.81,83,100,3.13,CN,1674379153
328,clyde river,70.4692,-68.5914,-30.87,76,100,8.23,CA,1674379153
329,puerto varas,-41.3195,-72.9854,15.12,100,100,1.03,CL,1674379052
330,miri,4.4148,114.0089,30.08,74,40,3.09,MY,1674379154
331,tuktoyaktuk,69.4541,-133.0374,-24.99,97,100,1.61,CA,1674379155
332,nouadhibou,20.931,-17.0347,16.99,42,56,9.77,MR,1674379028
333,la rioja,42.25,-2.5,-2.12,78,62,4.02,ES,1674379156
334,kungurtug,50.5994,97.5228,-27.8,95,100,0.09,RU,1674379157
335,morondava,-20.2833,44.2833,28.72,63,100,2.8,MG,1674379158
336,onega,63.9061,38.1404,-3.14,85,100,2.93,RU,1674379158
337,tagusao,9.1924,117.8141,27.96,76,91,3.35,PH,1674379159
338,port hardy,50.6996,-127.4199,4.49,80,22,4.09,CA,1674378932
339,sunrise manor,36.2111,-115.0731,5.17,51,0,2.06,US,1674379160
340,novobirilyussy,56.9514,90.6661,-25.69,90,94,2.05,RU,1674379160
341,clyde,41.3042,-82.9752,0.31,82,98,1.63,US,1674379161
342,bahia blanca,-38.7196,-62.2724,21.07,62,43,3.72,AR,1674379162
343,payson,40.0444,-111.7321,-4.84,79,0,1.54,US,1674378932
344,srednekolymsk,67.45,153.6833,-41.62,100,98,0.81,RU,1674379162
345,tomiya,38.3931,140.8861,-0.34,70,66,2.5,JP,1674379163
346,nuuk,64.1835,-51.7216,-4.01,94,100,11.7,GL,1674378928
347,uyuni,-20.4597,-66.825,9.69,61,100,3.14,BO,1674379164
348,andenes,69.3143,16.1194,4.99,75,100,13.38,NO,1674379165
349,gushikawa,26.3544,127.8686,22.57,70,75,5.14,JP,1674378912
350,mikkeli,61.6886,27.2723,-4.94,93,100,1.54,FI,1674379166
351,port shepstone,-30.7414,30.455,27.7,66,92,4.67,ZA,1674379166
352,abancay,-13.6339,-72.8814,13.11,90,97,0.96,PE,1674379167
353,yar-sale,66.8333,70.8333,-11.7,97,100,0.59,RU,1674379167
354,sisimiut,66.9395,-53.6735,-14.07,98,100,10.54,GL,1674379168
355,kulhudhuffushi,6.6221,73.07,26.5,72,78,6.07,MV,1674379169
356,barao de melgaco,-16.1944,-55.9675,21.93,96,100,1.9,BR,1674379169
357,bara,10.3744,10.7288,28.88,14,70,3.95,NG,1674379170
358,nola,40.922,14.5329,6.95,96,95,1.95,IT,1674379171
359,maragogi,-9.0122,-35.2225,25.4,75,56,3.04,BR,1674379171
360,houma,29.5958,-90.7195,17.22,96,100,2.06,US,1674379172
361,kaspiysk,42.8816,47.6392,6.1,86,20,12.07,RU,1674379172
362,cockburn town,21.4612,-71.1419,24.89,74,12,8.2,TC,1674379173
363,tecpatan,17.1333,-93.3,18.26,89,2,1.83,MX,1674379173
364,lagoa,39.05,-27.9833,14.89,81,0,9.39,PT,1674379174
365,mangrol,21.1167,70.1167,23.72,35,5,4.38,IN,1674379175
366,deputatskiy,69.3,139.9,-39.9,97,70,2.75,RU,1674379175
367,klaksvik,62.2266,-6.589,8.51,85,98,16.8,FO,1674379176
368,luderitz,-26.6481,15.1594,26.58,44,3,9.83,NA,1674379176
